fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,July,18,MAHARASHTRA,1811,SATARA,315403,306.3477701,31,77,59.73688,1560,453,15138,471988,14551,10886,835,853,32.05665,1537.718243,14753,21945,64663,144514,663,404507,762148,16698,1445.924713,185885,88,67.61,0.35,103.8,NA
2024-2025,July,18,MAHARASHTRA,1816,JALNA,2204874,297.2415306,37,275,114.2230466,867,47,51124,3217217,80269,19831,14170,3026,136.07148,9813.199582,86410,153978,159938,428110,4520,474968,1071277,51991,9562.905055,1308343,76,54.61,0.46,100.66,NA
2024-2025,July,18,MAHARASHTRA,1828,BHANDARA,3583157,177.8476799,36,5175,154.48722,4309,8,20803,4521352,540455,59234,309524,33163,205.09415,8400.701003,125590,204205,187110,451374,4417,285964,629042,25112,8041.119633,2869793,79,23.35,22.29,100.94,NA
2024-2025,July,18,MAHARASHTRA,1830,GADCHIROLI,1824407,278.3788149,34,911,2091.915429,5641,4,14463,2469903,221764,39032,911579,164863,274.08596,9241.688089,71716,133261,132534,384991,2981,232390,597290,20104,6875.686699,1206071,81,37.11,18.48,101.61,NA
2024-2025,Aug,18,MAHARASHTRA,1813,SOLAPUR,496222,351.704808,32,105,383.1854309,1956,109,22280,881118,31286,15017,6966,2451,70.49548,3552.615281,27484,43630,81042,186166,1201,555342,962591,24236,3098.93437,303161,97,80.88,0,105.89,NA
2024-2025,Aug,18,MAHARASHTRA,1814,KOLHAPUR,180963,299.7550993,26,25,76.28631,595,267,11411,338237,35612,18090,576,295,29.22621,1119.395175,12834,20618,45132,109580,277,356363,630197,12006,1013.882655,133897,92,43.42,0.06,112.13,NA
2024-2025,Aug,18,MAHARASHTRA,1818,BEED,4493149,364.2554083,36,474,1213.471218,1102,82,72900,5521850,94233,15551,10422,1849,78.94088,21406.04936,150782,258855,257700,631382,8786,677967,1403475,74002,20113.63726,2260241,80,40.76,5.44,313.72,NA
2024-2025,Aug,18,MAHARASHTRA,1824,AMRAVATI,3497861,291.4398267,58,923,2677.107745,6106,10,45613,5171605,470375,53248,1772643,137591,204.00327,17953.22766,88849,167217,187668,526101,15406,470542,1056760,51719,15072.11665,2186381,78,36.55,17.97,129.83,NA
2024-2025,Aug,18,MAHARASHTRA,1828,BHANDARA,3747987,180.312584,36,5236,375.8936466,5893,8,20148,4650435,551744,59284,319057,33203,226.8996,8988.112763,127376,207413,187379,451943,4819,286315,629662,26041,8385.319516,2930722,80,23.11,20.44,100.68,NA
2024-2025,Aug,18,MAHARASHTRA,1829,CHANDRAPUR,3049650,246.0595913,41,679,383.988771,7540,15,31312,4002247,415928,63314,864999,106348,351.18473,10583.08611,97092,168106,171844,493374,6215,381002,914822,38852,9847.912611,2129039,79,30.65,18.46,101.75,NA
2024-2025,Aug,18,MAHARASHTRA,1831,NANDURBAR,645886,293.6378024,27,86,206.0626526,5652,16,42524,1223811,32626,10923,949245,283419,126.76807,3926.402449,43895,63439,142767,343788,774,527447,1075992,48176,3593.571726,504627,79,47.62,1.81,102.32,NA
2024-2025,Aug,18,MAHARASHTRA,1835,PALGHAR,2355566,271.6572741,35,704,594.4770194,7258,25,32640,2330432,7923,1714,2163735,330665,355.69929,7280.964355,65764,121053,123610,368546,3476,307472,723606,39898,6330.788046,1333989,82,17.93,19.98,101.62,NA
2024-2025,Aug,18,MAHARASHTRA,1806,NASHIK,1018719,299.7189964,30,428,1171.827886,8565,65,49077,1652976,21720,10885,647163,192907,200.04222,6326.153185,54086,84298,174712,489784,1674,692413,1474302,57642,4954.283079,581497,81,35.39,14.58,100.66,NA
2024-2025,Aug,18,MAHARASHTRA,1807,DHULE,951485,302.2828897,37,107,74.90916,2700,15,28825,1466029,51653,16185,240894,69750,124.96623,4631.430215,38976,61867,93120,260296,2765,440423,929657,31525,4431.554825,549644,89,71.07,0.23,103.6,NA
2024-2025,Aug,18,MAHARASHTRA,1808,JALGAON,752245,301.7651445,29,109,456.9165576,3299,81,39347,1327583,63005,30798,94369,35989,98.05263,4561.151945,45359,67802,135057,332538,1816,667600,1261240,42646,4006.182758,502536,92,55.15,1.16,102.42,NA
2024-2025,Aug,18,MAHARASHTRA,1810,PUNE,206577,325.8522736,27,37,156.5402388,3325,401,21250,286885,14151,9979,31592,20241,76.10895,1167.470484,10422,16166,53543,141814,298,377023,810294,24575,934.821295,100985,93,68.03,0.01,104.68,NA
2024-2025,Aug,18,MAHARASHTRA,1812,SANGLI,196802,294.5146494,27,31,211.7437716,2542,105,13626,345235,16642,7770,334,207,57.32999,1285.841412,12489,17623,45716,97874,133,314476,551692,16168,1016.76765,119334,86,52.53,0,100.82,NA
2024-2025,Aug,18,MAHARASHTRA,1820,Dharashiv,945670,299.3870749,38,141,189.8082337,1740,48,25153,1544947,92987,24581,5791,1136,73.83585,4889.015716,40414,62268,76037,196039,2534,325803,705610,26893,4625.371633,581954,81,57.87,0.12,109.76,NA
2024-2025,Aug,18,MAHARASHTRA,1825,YAVATMAL,2717844,298.6182256,36,533,145.528956,5703,8,44438,4016007,193093,37137,435315,71224,182.87779,12320.93559,110508,161815,212335,476019,4263,675831,1382169,50141,11992.52884,1626054,92,50.74,25.02,99.86,NA
2024-2025,Aug,18,MAHARASHTRA,1832,WASHIM,1602891,299.5457932,37,496,125.0690399,1807,2,26483,2019675,134126,19373,56516,6996,129.39513,6304.315669,54381,85376,82447,195767,1968,278955,554875,28290,6049.851499,805160,91,64.61,24.91,99.75,NA
2024-2025,Aug,18,MAHARASHTRA,1834,HINGOLI,1375461,308.5329233,36,85,222.718756,2406,14,23924,1603639,227421,44261,255106,42193,87.87605,5258.349092,43796,70808,93026,237658,2174,259567,589534,26330,4947.754286,637015,90,74.72,0.15,102.21,NA
2024-2025,Aug,18,MAHARASHTRA,1835,PALGHAR,2355566,272.6870681,35,695,581.8050694,7177,25,32596,2313850,7701,1702,2148970,330542,355.69929,7247.074086,65572,120673,123510,368369,3405,307244,723335,39773,6309.569726,1326468,82,17.71,20.26,101.93,NA
2024-2025,Nov,18,MAHARASHTRA,1803,RAIGAD,148802,289.3562579,21,69,187.1752773,1439,97,18776,212187,6130,3104,48716,14789,42.9022,844.0538403,9868,15387,30116,69818,141,193720,349334,20215,613.976363,88636,70,26.59,2.88,105,NA
2024-2025,Nov,18,MAHARASHTRA,1804,RATNAGIRI,370729,293.9840334,22,93,267.8217674,6865,10,23810,457141,17921,7743,4981,1216,107.36677,1719.110087,20189,29019,58324,131531,227,256441,475460,30675,1343.92155,197024,96,58.91,0.41,102.78,NA
2024-2025,Nov,18,MAHARASHTRA,1808,JALGAON,1733191,286.6666347,35,153,2343.990015,8784,45,33952,2050224,96826,31490,146293,37306,302.38013,8523.678289,58057,88390,141434,347603,3698,673797,1272741,42736,5877.308145,796872,91,49.97,0.72,102,NA
2024-2025,Nov,18,MAHARASHTRA,1810,PUNE,370626,309.1651308,30,60,369.3120712,6876,230,18830,440391,21663,10253,53164,21116,104.08057,1834.928052,14473,23144,55809,147326,495,379966,816676,25706,1361.535411,160327,93,68.76,0.02,101.68,NA
2024-2025,Nov,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,10481129,290.0533763,62,1394,10483.2452,9679,15,78174,10155216,229558,28780,139536,12520,543.39355,40482.18563,162507,292004,241685,642017,31664,690921,1468895,87853,29455.54688,4263970,94,79.58,0.23,106.61,NA
2024-2025,Nov,18,MAHARASHTRA,1820,Dharashiv,2123816,271.4350078,46,162,1000.486037,2508,25,22835,2154147,130618,24209,8111,1159,306.86491,7154.460024,46050,71800,77612,197741,4777,326971,705256,25343,5847.109078,818907,79,51.92,0.1,112.81,NA
2024-2025,Nov,18,MAHARASHTRA,1823,AKOLA,1332533,287.2103179,32,1889,568.2955461,6068,2,19726,1471644,224626,35798,73946,10191,190.32159,4985.330547,45848,66382,87893,201892,2392,291581,563372,25794,4226.713411,529312,89,39.93,4.17,107.99,NA
2024-2025,Nov,18,MAHARASHTRA,1825,YAVATMAL,4721015,297.7152831,37,625,3025.914992,14830,7,36518,4740179,241858,38354,517488,73036,638.89252,17777.04484,125282,184796,219655,492134,5740,681037,1391394,51348,14112.23733,1924355,91,48.52,21.58,99.67,NA
2024-2025,Nov,18,MAHARASHTRA,1827,NAGPUR,1668118,278.1759433,41,308,1912.044229,4941,29,19010,1848850,237724,33863,237028,31408,293.75626,7348.856416,44592,63905,105087,240174,3607,282882,544671,23951,5143.055927,764772,83,63.1,1.07,102.4,NA
2024-2025,Nov,18,MAHARASHTRA,1829,CHANDRAPUR,4667720,247.8577208,44,727,8109.48368,13504,9,26515,4706021,492139,63567,1037701,107398,541.02858,20314.74865,104873,182321,174084,497963,8933,383600,918214,40019,11664.23639,2408310,78,34.52,13.55,101.48,NA
2024-2025,Sep,18,MAHARASHTRA,1803,RAIGAD,82831,310.4585251,19,53,70.90440497,751,175,18300,122843,3075,2914,28106,13902,6.73644,459.017411,6371,9633,27781,64655,73,191705,345735,19051,381.376566,50060,69,32.62,3.59,106.47,NA
2024-2025,Sep,18,MAHARASHTRA,1805,SINDHUDURG,201432,298.5353305,26,80,68.1500499,1595,24,17279,256595,6863,3730,550,304,61.02474,895.2015213,9714,15559,37832,87038,211,129449,243550,18874,766.0267314,101883,79,76.96,5.96,100.69,NA
2024-2025,Sep,18,MAHARASHTRA,1809,AHMEDNAGAR,955527,321.6488007,30,100,789.1022061,3438,56,40627,1307236,74277,32026,47529,24731,209.32788,5203.139002,42783,70373,146723,423677,1740,768165,1901815,44065,4204.708916,523013,91,68.84,0.12,104.08,NA
2024-2025,Sep,18,MAHARASHTRA,1810,PUNE,215543,319.0243593,28,39,169.2238088,3593,379,21203,313330,15629,10023,35146,20365,76.68645,1245.509284,11090,17312,53857,142499,349,377596,811411,24796,999.599025,110680,93,68.38,0.01,103.92,NA
2024-2025,Sep,18,MAHARASHTRA,1811,SATARA,341922,301.3695368,34,94,107.912786,1844,360,15806,572209,17791,10985,1037,860,37.9439,1870.320299,16753,25063,65687,146993,953,405967,764968,17650,1724.463613,226268,88,69.13,0.3,102.9,NA
2024-2025,Sep,18,MAHARASHTRA,1814,KOLHAPUR,188363,295.9270516,26,28,81.30511,725,256,11389,353636,37344,18161,576,295,29.22621,1157.035908,13365,21467,45452,110070,284,357035,631988,12114,1046.504588,140848,92,43.67,0.05,112.66,NA
2024-2025,Sep,18,MAHARASHTRA,1820,Dharashiv,984053,284.9615835,40,150,275.1100637,1983,48,25347,1714675,102743,24679,6596,1147,73.83585,5235.110946,42320,65474,76927,198130,3111,326485,706953,27330,4886.165033,647743,81,56.2,0.11,108.96,NA
2024-2025,Sep,18,MAHARASHTRA,1806,NASHIK,1070096,297.8063765,31,458,1234.537126,9112,64,49372,1755015,25347,11073,679784,193730,263.02609,6724.109795,56553,88066,175982,492807,1848,693844,1476692,58484,5226.546578,616896,81,34.03,13.8,100.37,NA
2024-2025,Sep,18,MAHARASHTRA,1809,AHMEDNAGAR,955527,320.6897189,30,100,789.1022061,3541,55,40597,1316121,74641,32041,47891,24746,209.32788,5219.094822,42975,70695,146823,423973,1753,768226,1902002,44138,4220.664736,526846,91,68.27,0.12,104.09,NA
2024-2025,Sep,18,MAHARASHTRA,1812,SANGLI,204756,290.0417442,28,33,224.9771716,2735,92,13631,392486,20163,7806,364,207,81.06691,1444.417322,13688,19464,46097,98681,161,315115,552874,16366,1138.37324,135757,86,46.98,0.06,100.53,NA
2024-2025,Sep,18,MAHARASHTRA,1817,PARBHANI,1978956,326.9953085,37,253,1239.320001,1909,43,38846,2985793,102407,20749,20439,2872,212.18527,11214.9083,79421,125421,142965,321609,4333,417174,805235,40755,9763.403031,1152342,90,59.7,0.1,107.63,NA
2024-2025,Sep,18,MAHARASHTRA,1820,Dharashiv,984053,280.6275063,40,152,275.1100637,2078,48,25271,1741849,103794,24688,6757,1149,73.83585,5237.053326,42525,65935,77054,198426,3217,326543,707065,27349,4888.107413,657833,81,56.31,0.12,108.96,NA
2024-2025,Sep,18,MAHARASHTRA,1821,LATUR,2664414,301.2068727,48,203,1517.54607,3599,9,36047,3745067,322031,55500,36675,4168,161.74692,12959.69218,77714,124167,130581,326895,8794,393448,834618,39646,11280.39919,1473285,88,62.51,0.02,100.67,NA
2024-2025,Sep,18,MAHARASHTRA,1824,AMRAVATI,3672801,290.8365279,59,943,2721.371435,6843,9,45820,5352015,494481,53391,1809131,137582,210.08085,18497.06688,90237,169566,188149,527388,16317,471191,1057987,52663,15565.6146,2250143,78,36.72,16.88,129.14,NA
2024-2025,Sep,18,MAHARASHTRA,1828,BHANDARA,3908517,181.4243845,36,5264,399.3506466,6219,8,20136,4688874,555088,59289,321958,33214,276.09804,9182.209481,127790,208268,187438,452039,4935,286524,629962,26355,8506.760794,2948314,80,23.28,19.96,100.81,NA
2024-2025,Sep,18,MAHARASHTRA,1830,GADCHIROLI,2028325,278.6151848,35,927,2202.017504,7829,4,12875,2580149,231000,39103,953981,164972,343.27033,9733.974739,73063,135776,132801,385420,3280,232858,597696,20704,7188.686905,1253000,82,28.59,15.82,101.55,NA
2024-2025,Sep,18,MAHARASHTRA,1833,GONDIA,3694703,211.5939558,36,320,1859.223032,6291,16,37606,5457202,451135,52258,877681,90198,590.6445,13996.97712,148013,231658,236042,609388,5316,352859,836987,43897,11547.10959,3622444,80,22.6,15.04,101.66,NA
2024-2025,Sep,18,MAHARASHTRA,1806,NASHIK,1070096,298.0939154,30,450,1216.100806,8863,64,49505,1736125,24540,11038,674434,193614,251.43303,6642.816825,56152,87461,175792,492331,1790,693534,1476098,58368,5175.282988,610326,81,34.43,14.13,100.36,NA
2024-2025,Sep,18,MAHARASHTRA,1814,KOLHAPUR,188363,297.245012,26,28,76.28631,725,263,11348,349463,36609,18150,576,295,29.22621,1144.273856,13250,21271,45375,110067,281,356859,631600,12073,1038.761336,139102,92,43.82,0.05,112.22,NA
2024-2025,Sep,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,6683822,306.7571603,59,1337,1431.448055,5077,22,84690,9203140,200393,28385,127810,12328,378.37667,30041.11565,154403,276405,238827,634430,27664,686705,1460036,89767,28231.29092,3849218,94,81.92,0.19,109.46,NA
2024-2025,Sep,18,MAHARASHTRA,1823,AKOLA,699844,294.3352052,28,1743,113.3605958,2397,7,26279,1131898,171299,34936,58339,9970,155.76096,3600.695856,40245,57403,85444,196377,1708,289277,559619,28676,3331.574301,405593,91,38.78,5.49,108.39,NA
2024-2025,Sep,18,MAHARASHTRA,1828,BHANDARA,3908517,181.2534455,36,5261,375.8936466,6197,8,20079,4678842,554376,59285,321508,33215,274.11643,9130.572411,127734,208129,187427,452029,4903,286486,629930,26276,8480.562334,2943641,80,23.38,20.12,100.81,NA
2024-2025,Sep,18,MAHARASHTRA,1835,PALGHAR,2501779,271.8959794,35,708,602.2805194,7480,25,32560,2353080,8054,1714,2184168,330804,373.72895,7373.939382,66120,121677,123707,368680,3548,307947,724176,40040,6397.929913,1343745,82,18.24,19.53,101.68,NA
2024-2025,Aug,18,MAHARASHTRA,1802,THANE,202470,291.6291282,29,30,55.2298602,2358,27,10533,278754,8573,3379,79573,31829,5.4996,873.6573202,9426,15765,28207,91519,291,137597,325792,12891,812.92786,116267,94,50.46,1.66,102.63,NA
2024-2025,Aug,18,MAHARASHTRA,1808,JALGAON,752245,302.4866756,29,109,456.9165576,3299,81,39343,1324200,62814,30798,94158,35985,98.05263,4560.497745,45350,67776,135054,332525,1806,667596,1261230,42642,4005.528558,501167,92,55.11,1.16,102.42,NA
2024-2025,Aug,18,MAHARASHTRA,1809,AHMEDNAGAR,917771,324.5482644,29,93,717.8373281,3236,72,39909,1144773,65279,31841,43760,24593,115.71484,4548.893071,39022,63897,145309,419650,1297,767381,1899618,43145,3715.340903,456059,91,68.51,0.12,104.62,NA
2024-2025,Aug,18,MAHARASHTRA,1810,PUNE,206577,325.8035114,27,37,156.5402388,3325,401,21247,286752,14151,9979,31543,20241,76.10895,1166.897274,10414,16152,53538,141804,298,377017,810283,24572,934.248085,100942,93,68.03,0.01,104.68,NA
2024-2025,Aug,18,MAHARASHTRA,1818,BEED,4493149,362.8459008,36,469,1195.422418,1092,82,72392,5395318,92264,15491,10212,1847,78.94088,20851.0535,149409,256203,257279,630192,8323,677563,1402550,73484,19576.6902,2208019,80,41.36,5.56,319.89,NA
2024-2025,Aug,18,MAHARASHTRA,1826,WARDHA,742403,302.4533992,44,223,185.3650867,885,18,14262,1075948,72906,15086,71515,13149,99.78205,3539.388436,23955,38265,53041,129813,2072,220688,407163,15147,3254.241299,399652,89,79.54,0.19,104.57,NA
2024-2025,Aug,18,MAHARASHTRA,1830,GADCHIROLI,1932217,278.9058886,35,919,2166.205554,6615,4,13787,2535927,227193,39053,937277,164923,274.08596,9513.141248,72436,134589,132671,385150,3175,232524,597257,20402,7072.849734,1233832,81,32.92,16.8,101.59,NA
2024-2025,Aug,18,MAHARASHTRA,1835,PALGHAR,2355566,272.629642,35,695,581.8050694,7177,25,32590,2313406,7701,1702,2148532,330542,355.69929,7244.534856,65572,120675,123510,368369,3401,307228,723313,39767,6307.030496,1326334,82,17.7,20.26,101.93,NA
2024-2025,Aug,18,MAHARASHTRA,1804,RATNAGIRI,206834,300.3662705,18,70,24.9989278,3274,58,25581,293073,9959,7568,3604,1154,52.85325,958.1446178,15893,22328,56143,126700,75,255497,473706,28855,880.29244,126728,96,53.81,0.26,103.43,NA
2024-2025,Aug,18,MAHARASHTRA,1807,DHULE,951485,299.6538139,37,107,74.90916,2700,15,28669,1454667,50973,16178,239468,69698,124.96623,4558.840535,38703,61458,93000,259963,2738,440348,929499,31369,4358.965145,545290,89,71.13,0.23,103.64,NA
2024-2025,Aug,18,MAHARASHTRA,1813,SOLAPUR,496222,349.21641,31,105,378.1862009,1939,122,22095,841514,29904,14972,6645,2446,70.49548,3387.386662,26527,42047,80587,185229,1129,554680,961367,24034,2938.704981,289049,97,80.76,0,105.83,NA
2024-2025,Aug,18,MAHARASHTRA,1819,NANDED,2149009,301.2450668,37,184,594.4656659,2505,83,50637,3441849,346274,76065,249343,38031,178.9969,11141.86289,90683,143681,175721,467318,4824,656788,1486949,53142,10368.40032,1450145,86,54.04,1.76,110.13,NA
2024-2025,Aug,18,MAHARASHTRA,1821,LATUR,2559545,300.6186704,47,196,1462.65906,3181,12,35223,3604698,303046,55279,35059,4138,151.44947,12450.50373,75809,120997,129882,325216,8144,392234,832506,38404,10836.3952,1414895,88,63.54,0.02,100.6,NA
2024-2025,Aug,18,MAHARASHTRA,1822,BULDHANA,651794,300.2775138,20,129,394.6550768,4471,19,29704,1077601,74960,32530,24943,7339,43.65852,3674.107089,53123,75179,118629,287500,240,482492,1005623,34175,3235.793492,373383,93,39.68,0.94,99.88,NA
2024-2025,Aug,18,MAHARASHTRA,1827,NAGPUR,894111,281.8088423,35,252,327.2159117,3007,37,21264,1338206,159947,32837,165467,30423,122.7724,4221.171148,37334,53120,102242,234147,1919,280865,540826,24271,3771.182836,553363,83,62,1.14,101.97,NA
2024-2025,Aug,18,MAHARASHTRA,1829,CHANDRAPUR,3049650,245.7051418,40,675,370.138111,6894,16,31501,3943462,409177,63261,850159,106198,350.75473,10410.18174,96324,166772,171637,492887,6009,380804,914493,38395,9689.288897,2105132,79,29.99,18.81,102.04,NA
2024-2025,Aug,18,MAHARASHTRA,1832,WASHIM,1602891,299.0271059,37,496,125.0690399,1792,2,26435,2013211,133516,19354,56253,6982,129.39513,6274.510759,54225,85152,82394,195628,1965,278923,554820,28227,6020.046589,802762,91,64.7,24.95,99.75,NA
2024-2025,Aug,18,MAHARASHTRA,1834,HINGOLI,1375461,308.5621707,36,85,222.718756,2405,14,23865,1598494,226636,44242,254272,42174,87.87605,5242.942592,43635,70536,92981,237539,2157,259532,589455,26270,4932.347786,635022,90,74.74,0.15,102.22,NA
2024-2025,Aug,18,MAHARASHTRA,1802,THANE,202470,292.1337633,29,30,55.2298602,2310,27,10545,276750,8424,3367,79114,31781,5.4996,869.2096502,9357,15658,28171,91389,291,137421,325556,12855,808.48019,115485,94,50.64,1.67,102.65,NA
2024-2025,Aug,18,MAHARASHTRA,1805,SINDHUDURG,193630,298.0813445,26,77,56.6357499,1315,27,17305,244321,6589,3723,538,304,25.98993,810.9010015,9236,14785,37638,86631,199,129203,243195,18620,728.2753216,97172,79,76.84,6.23,100.9,NA
2024-2025,Aug,18,MAHARASHTRA,1809,AHMEDNAGAR,917771,326.5145117,29,92,717.8373281,3224,72,39821,1130836,64343,31804,43611,24583,115.71484,4525.895811,38676,63345,145169,419271,1231,767317,1899445,43045,3692.343643,449760,91,70.47,0.13,104.65,NA
2024-2025,Aug,18,MAHARASHTRA,1821,LATUR,2559545,300.3687608,47,196,1462.65906,3117,12,35266,3600304,302471,55270,35050,4138,151.44947,12428.29704,75715,120859,129862,325171,8128,392201,832442,38383,10814.18851,1413177,88,63.57,0.02,100.6,NA
2024-2025,July,18,MAHARASHTRA,1803,RAIGAD,75607,311.182593,18,51,6.95153,612,205,17949,99569,2133,2878,19240,13424,6.73044,323.523366,5309,8123,27117,63309,59,190097,342873,18561,309.841396,40378,68,49.14,7.21,103.24,NA
2024-2025,July,18,MAHARASHTRA,1810,PUNE,197192,327.8002438,25,33,30.7336304,3170,477,21079,242818,11827,9919,26087,20064,76.10895,902.8005764,9423,14552,53011,140514,231,376037,807993,24249,795.957996,85035,92,68.48,0.01,105.55,NA
2024-2025,July,18,MAHARASHTRA,1812,SANGLI,188847,296.2536101,26,27,84.57356,1689,152,14079,278313,12962,7676,215,207,57.32999,966.41586,10584,14801,44919,96124,102,313539,549985,15768,824.51231,95797,86,53.19,0,100.6,NA
2024-2025,July,18,MAHARASHTRA,1816,JALNA,2204874,291.74928,36,268,114.2230466,673,51,50813,3057567,76749,19789,13573,3018,136.07148,9170.724233,83935,149677,159129,426161,4203,474150,1070039,51486,8920.429707,1244119,76,54.75,0.49,99.6,NA
2024-2025,July,18,MAHARASHTRA,1824,AMRAVATI,3301065,272.8549332,54,898,95.19539,4241,11,44652,4561113,399279,52753,1642798,137305,202.73357,12743.15079,83417,158151,186246,522388,12316,469305,1054286,48893,12445.22183,1956219,78,37.07,21.72,126.29,NA
2024-2025,July,18,MAHARASHTRA,1829,CHANDRAPUR,2897976,241.4854086,39,646,69.840815,4237,24,32581,3701230,383661,63160,795213,105698,348.69651,9356.467715,92968,160890,170726,491043,5261,380198,913759,36818,8937.93039,2001115,79,30.42,22.1,101.6,NA
2024-2025,July,18,MAHARASHTRA,1811,SATARA,315403,298.9380558,31,75,59.73688,1458,469,15159,463622,14372,10880,825,851,32.05665,1477.736123,14625,21764,64593,144338,642,404243,761666,16617,1385.942593,182583,88,67.54,0.34,103.96,NA
2024-2025,July,18,MAHARASHTRA,1816,JALNA,2204874,295.2085703,36,270,114.2230466,729,48,51074,3161692,79109,19832,13952,3022,136.07148,9583.880278,85559,152509,159760,427719,4396,474591,1070706,51803,9333.585752,1285570,76,54.77,0.47,100.24,NA
2024-2025,July,18,MAHARASHTRA,1819,NANDED,2054681,296.6287303,37,171,135.8539712,738,111,51035,3225860,315429,75455,235665,37701,178.9969,9883.678429,87122,138142,174477,464123,4100,655737,1484946,51773,9568.827558,1358658,86,58.07,1.86,108.55,NA
2024-2025,July,18,MAHARASHTRA,1822,BULDHANA,624636,300.7756935,19,124,328.2916239,3913,28,29229,968482,66513,32298,21399,7251,43.65852,3284.908596,49221,69528,117059,283715,212,481477,1003568,33142,2912.958452,337407,93,40.11,1.03,99.87,NA
2024-2025,July,18,MAHARASHTRA,1823,AKOLA,641797,291.5425221,26,1625,32.1342766,1945,8,25803,996018,148618,34577,51168,9894,65.96234,3001.912614,38091,54219,84691,194628,1330,287789,557231,27748,2903.815998,356410,91,39.35,6.32,108.6,NA
2024-2025,July,18,MAHARASHTRA,1829,CHANDRAPUR,2897976,242.8454087,40,653,342.307631,4826,22,32391,3764927,390205,63195,809406,105804,350.75473,9836.014721,93830,162443,170937,491488,5462,380250,913752,37217,9142.95236,2029722,79,30.62,21.56,102.12,NA
2024-2025,July,18,MAHARASHTRA,1831,NANDURBAR,599764,295.1652047,26,79,177.8786426,4240,23,42742,1054023,26622,10833,833190,281250,125.28307,3414.270859,39797,57481,141425,340695,484,526371,1074251,46982,3111.109146,437819,78,48.46,2.02,102.29,NA
2024-2025,July,18,MAHARASHTRA,1835,PALGHAR,2174266,270.5449427,34,689,523.0708944,6198,28,33246,2247623,7307,1693,2089630,330288,346.16486,6950.066112,64794,119279,123327,368014,3174,306097,721671,39444,6080.830358,1297594,82,19.01,22.71,101.68,NA
2024-2025,Aug,18,MAHARASHTRA,1804,RATNAGIRI,206834,298.2060087,18,70,30.9619478,3389,49,25720,310516,10559,7577,3706,1155,80.28353,1037.222848,16429,23123,56355,127174,88,255622,473993,29109,925.97737,134114,96,53.34,0.24,102.82,NA
2024-2025,Aug,18,MAHARASHTRA,1811,SATARA,328667,299.2901287,33,90,96.34140601,1766,373,15694,555882,17435,10980,1015,861,32.05665,1792.098009,16372,24495,65489,146523,913,405755,764502,17460,1663.699953,219534,88,68.84,0.31,102.67,NA
2024-2025,Aug,18,MAHARASHTRA,1813,SOLAPUR,496222,348.6016275,32,110,383.1854309,2002,105,22330,899904,32156,15056,7124,2461,70.49548,3590.760901,27944,44424,81276,186706,1231,555822,963599,24332,3137.07999,310141,97,80.82,0,105.83,NA
2024-2025,Aug,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,6423243,307.9205195,59,1352,1431.448055,4507,22,85055,9143316,198858,28368,127461,12333,375.78532,29961.3795,153958,275600,238710,634281,27374,686438,1459615,89562,28154.14613,3823613,95,82.33,0.2,109.48,NA
2024-2025,Aug,18,MAHARASHTRA,1819,NANDED,2149009,300.7019096,38,187,628.3226839,2534,80,51385,3564835,362459,76384,256410,38165,179.3309,11527.1805,92567,146703,176404,469161,5334,657339,1487984,53919,10719.52692,1502270,86,52.04,1.68,109.85,NA
